Email,Active
StewartDonovan@SchwarzGruppe.org,1
MendozaJosiah@Shell.org,1
AndersonJonah@ChinaRailwayEngineeringCorporation.org,1
CarterAntonio@Phillips66.org,1
WardGregory@Microsoft.org,1
JimenezKendall@Microsoft.org,1
GonzalesBenjamin@StateGridCorporationofChina.org,1
NelsonAlana@StateGridCorporationofChina.org,1
StewartCrystal@TotalEnergies.org,1
PhillipsNaomi@ChinaNationalPetroleumCorporation.org,1
BrooksSara@IndustrialandCommercialBankofChina.org,1
HarrisSummer@Sinochem.org,1
CarterBrendan@Walmart.org,1
MurphyGenesis@Cigna.org,1
WhiteDaniela@Shell.org,1
HernandezAlana@Phillips66.org,1
KimMegan@Apple.org,1
ClarkVeronica@MitsubishiGroup.org,1
RossDevon@McKesson.org,1
KellyEvelyn@Cargill.org,1
ClarkKatherine@Gazprom.org,1
EvansJillian@McKesson.org,1
ReedBrendan@SaudiAramco.org,1
MooreRichard@McKesson.org,1
ThomasJared@Gazprom.org,1
StewartNathaniel@SamsungElectronics.org,1
RodriguezCollin@ChinaPetrochemicalCorporation.org,1
LopezWyatt@Walmart.org,1
WalkerKyle@Stellantis.org,1
HallTiffany@FordMotorCompany.org,1
DavisGregory@BerkshireHathaway.org,1
LeeSteven@SaudiAramco.org,1
ThomasPayton@FordMotorCompany.org,1
MurphyAva@VolkswagenGroup.org,1
MorganAngela@ChinaRailwayConstructionCorporation.org,1
JohnsonStephanie@MitsubishiGroup.org,1
MooreAlexia@Apple.org,1
RodriguezKylie@Trafigura.org,0
AdamsFernando@Shell.org,0
StewartErica@Cigna.org,1
ThompsonSamuel@Trafigura.org,1
JonesJonah@Phillips66.org,1
CarterMadelyn@Toyota.org,1
CollinsKaylee@CVSHealth.org,1
LopezMarcus@Stellantis.org,1
AdamsNathaniel@MarathonPetroleum.org,1
RodriguezLillian@ChinaRailwayConstructionCorporation.org,1
RuizMakayla@Cargill.org,1
MoralesNatalie@Cargill.org,1
WardJesse@CardinalHealth.org,1
JacksonColton@Vitol.org,1
SandersMartin@UnitedHealthGroup.org,1
KimParker@ChinaRailwayConstructionCorporation.org,1
CampbellCarlos@Trafigura.org,1
HowardAndres@FordMotorCompany.org,1
LongAriana@Shell.org,0
KingKatelyn@MarathonPetroleum.org,1
CookJack@Cargill.org,1
GonzalesDiana@Microsoft.org,1
AlvarezAlana@ChinaConstructionBank.org,1
WhiteArianna@IndustrialandCommercialBankofChina.org,1
RobinsonIvan@Apple.org,1
RichardsonMario@ChinaRailwayEngineeringCorporation.org,1
MoralesMikayla@McKesson.org,1
MitchellChristopher@Foxconn.org,1
SanchezZoey@Mercedes-BenzGroup.org,1
HernandezAvery@ChinaConstructionBank.org,0
PhillipsLucy@UnitedHealthGroup.org,1
RuizKathryn@Amazon.org,1
CruzMatthew@Trafigura.org,0
BrownGracie@MitsubishiGroup.org,0
ChavezAmber@TotalEnergies.org,1
HowardMartin@Chevron.org,1
WatsonDalton@Vitol.org,1
WoodKevin@VolkswagenGroup.org,1
KimErik@ChinaRailwayConstructionCorporation.org,1
StewartSabrina@ChinaConstructionBank.org,1
SandersChelsea@MarathonPetroleum.org,1
ThomasAllison@CVSHealth.org,1
PetersonMackenzie@Trafigura.org,1
NguyenLiam@Trafigura.org,1
GrayAyden@ChinaRailwayConstructionCorporation.org,1
GarciaAntonio@IndustrialandCommercialBankofChina.org,1
EvansCharlotte@ChinaRailwayConstructionCorporation.org,1
MooreAngelica@Chevron.org,1
HughesJulian@SamsungElectronics.org,1
EvansJose@Phillips66.org,1
MartinCaden@Vitol.org,1
ChavezWesley@UnitedHealthGroup.org,1
CarterAdam@MarathonPetroleum.org,1
PhillipsGiovanni@Foxconn.org,1
LewisMarcus@ExxonMobil.org,1
KellyZoe@Sinochem.org,1
PerezJulia@McKesson.org,1
WalkerAshlyn@ChinaNationalPetroleumCorporation.org,1
TurnerArianna@Gazprom.org,1
LopezJillian@Microsoft.org,1
MendozaTrenton@Phillips66.org,1
LopezErin@PingAnInsurance.org,1
RiveraDelaney@ChinaConstructionBank.org,1
KellyCody@ChinaRailwayEngineeringCorporation.org,1
ParkerVincent@Costco.org,1
LopezAlex@CardinalHealth.org,1
GonzalesJayden@ValeroEnergy.org,1
MorganChristina@MarathonPetroleum.org,1
WardWesley@Toyota.org,1
CooperMakayla@ExxonMobil.org,1
BrownMax@McKesson.org,1
GomezAndrew@Baowu.org,1
RamosShane@Shell.org,1
HallMackenzie@ChinaStateConstructionEngineering.org,1
RamirezCollin@SaudiAramco.org,1
BaileyKiara@ValeroEnergy.org,1
NelsonGrace@PingAnInsurance.org,1
SmithPreston@Microsoft.org,1
RossAva@MarathonPetroleum.org,0
MooreKevin@Baowu.org,1
MorganGarrett@ValeroEnergy.org,1
CarterMartin@ChinaPetrochemicalCorporation.org,1
FloresMia@Walmart.org,1
MorganAshley@Costco.org,1
BrownKylie@Phillips66.org,0
MorrisVincent@ExxonMobil.org,0
ChavezTaylor@Apple.org,1
JohnsonJulian@StateGridCorporationofChina.org,0
RossSergio@UnitedHealthGroup.org,1
RossLeah@Shell.org,1
AdamsBraden@ChinaStateConstructionEngineering.org,1
FloresMelanie@FordMotorCompany.org,1
RobertsTyler@CardinalHealth.org,1
CastilloKaleb@Sinochem.org,1
PriceGianna@BP.org,1
AllenNaomi@Mercedes-BenzGroup.org,1
KimEllie@BP.org,1
RossEthan@MitsubishiGroup.org,1
GreenStephen@McKesson.org,1
RamosAbraham@Chevron.org,1
EdwardsLiliana@Vitol.org,1
MooreJazmin@Toyota.org,0
CooperJasmin@ChinaNationalOffshoreOilCorporation.org,1
AndersonDaisy@IndustrialandCommercialBankofChina.org,1
ThomasJared@AmerisourceBergen.org,1
AllenAaron@Shell.org,1
MoralesEmmanuel@Foxconn.org,1
DavisAlejandro@BP.org,1
JimenezAdriana@Toyota.org,1
MyersMario@BerkshireHathaway.org,1
SanchezGabriel@ChinaRailwayConstructionCorporation.org,1
RamirezGianna@Uniper.org,1
LewisIsaac@Toyota.org,1
AllenMaria@SaudiAramco.org,1
TorresZoe@CVSHealth.org,1
OrtizGiovanni@Trafigura.org,1
BennetCrystal@Chevron.org,0
ParkerBrooklyn@Sinochem.org,0
BrooksJackson@CardinalHealth.org,1
CookRachel@VolkswagenGroup.org,0
FosterJalen@Amazon.org,1
CooperAntonio@Microsoft.org,1
SmithDonovan@ChinaNationalPetroleumCorporation.org,1
JohnsonHunter@Cargill.org,1
CollinsNathaniel@Apple.org,1
MendozaNathan@ExxonMobil.org,1
AllenJada@CVSHealth.org,1
JohnsonSydney@Uniper.org,1
ParkerDaniel@MitsubishiGroup.org,1
ChavezJohnathan@MarathonPetroleum.org,1
MorrisKathryn@PingAnInsurance.org,0
CoxAmy@Glencore.org,1
EvansLilly@Vitol.org,0
MartinAlexander@Shell.org,0
CastilloLillian@MarathonPetroleum.org,1
MendozaCaitlin@ChinaNationalPetroleumCorporation.org,1
SmithBradley@MitsubishiGroup.org,1
CooperAmy@Phillips66.org,1
LeeJared@FordMotorCompany.org,1
AndersonSamuel@IndustrialandCommercialBankofChina.org,1
NelsonDevin@ChinaNationalOffshoreOilCorporation.org,1
AdamsJulian@VolkswagenGroup.org,0
MartinezCaleb@Vitol.org,1
RamosCarson@AmerisourceBergen.org,1
KingAlex@ChinaRailwayEngineeringCorporation.org,1
PerezDiana@CardinalHealth.org,1
HarrisJada@SaudiAramco.org,1
JacksonGabrielle@Sinochem.org,1
GrayAaliyah@Cargill.org,0
CruzCatherine@CardinalHealth.org,0
GarciaAustin@ExxonMobil.org,1
LeeOliver@ValeroEnergy.org,1
PriceGabriel@Cargill.org,1
PetersonBrooke@Cargill.org,1
GrayAngel@Alphabet.org,1
EdwardsLucas@ExxonMobil.org,1
PatelAntonio@Gazprom.org,1
PetersonJillian@Costco.org,1
KingJulian@ChinaRailwayEngineeringCorporation.org,1
RobinsonCollin@Vitol.org,1
BakerElijah@Sinochem.org,1
BakerChelsea@ExxonMobil.org,1
ClarkAva@IndustrialandCommercialBankofChina.org,1
SandersNicole@Glencore.org,1
AndersonJada@Costco.org,1
WalkerSkylar@ExxonMobil.org,1
WoodBrady@ChinaPetrochemicalCorporation.org,1
MoralesOmar@BP.org,1
AlvarezAshley@Vitol.org,1
ReyesDominic@Walmart.org,1
CampbellCooper@StateGridCorporationofChina.org,1
OrtizAubrey@Trafigura.org,1
WatsonGrant@AgriculturalBankofChina.org,1
PhillipsBrittany@Shell.org,1
CoxJose@ChinaRailwayEngineeringCorporation.org,1
MyersValerie@Mercedes-BenzGroup.org,1
WalkerErica@TotalEnergies.org,1
RiveraSergio@BerkshireHathaway.org,1
WardAna@Uniper.org,0
GomezSean@Phillips66.org,1
TaylorGenesis@ChinaRailwayConstructionCorporation.org,1
StewartKathryn@Shell.org,1
JacksonMakenzie@MitsubishiGroup.org,1
ScottDiego@ValeroEnergy.org,1
WhiteSean@Uniper.org,1
MyersMia@Amazon.org,1
WilsonLiliana@Uniper.org,1
SandersJorge@Vitol.org,1
MyersJeffrey@Cargill.org,1
FosterKate@Glencore.org,1
LeeBrady@Uniper.org,0
RamirezLayla@BP.org,1
GutierrezAdrian@MitsubishiGroup.org,1
WilliamsSpencer@ChinaRailwayConstructionCorporation.org,0
TorresSarah@Vitol.org,1
GrayHenry@MitsubishiGroup.org,1
JacksonKimberly@AgriculturalBankofChina.org,1
MorganTravis@Cigna.org,1
WardChristopher@SchwarzGruppe.org,0
MillerLucas@ChinaStateConstructionEngineering.org,1
HarrisCarlos@MarathonPetroleum.org,1
WrightBianca@StateGridCorporationofChina.org,1
RodriguezLandon@SchwarzGruppe.org,1
MoralesMadelyn@ChinaStateConstructionEngineering.org,1
PatelCaden@SamsungElectronics.org,0
LopezJade@Uniper.org,1
CookAdam@Walmart.org,1
HarrisDalton@Sinochem.org,1
MitchellLuke@Stellantis.org,1
OrtizCaitlin@StateGridCorporationofChina.org,1
RobertsLindsey@ValeroEnergy.org,1
ScottCody@Costco.org,1
TaylorJayla@Apple.org,1
AlvarezVincent@Amazon.org,1
AndersonBrooklyn@ChinaNationalOffshoreOilCorporation.org,1
RossNathaniel@Cargill.org,1
MorganHenry@AmerisourceBergen.org,1
ReyesGage@ChinaPetrochemicalCorporation.org,1
BennetMikayla@AmerisourceBergen.org,1
HowardZoey@Gazprom.org,1
WilsonAnthony@McKesson.org,1
CruzCooper@Chevron.org,0
AlvarezSydney@Apple.org,1
GrayMaxwell@Vitol.org,1
MillerLucas@FordMotorCompany.org,1
ReedAdrianna@BerkshireHathaway.org,1
CruzThomas@TotalEnergies.org,1
FosterJackson@Uniper.org,1
FloresSavannah@CVSHealth.org,1
PatelJazmin@Sinochem.org,1
CookKylee@Glencore.org,1
KellyStephanie@FordMotorCompany.org,1
FloresAlex@ChinaNationalOffshoreOilCorporation.org,0
PerezXavier@PingAnInsurance.org,1
JamesLuis@UnitedHealthGroup.org,1
TorresAndres@VolkswagenGroup.org,1
MillerCassandra@ChinaRailwayEngineeringCorporation.org,1
HallJordyn@SaudiAramco.org,1
PhillipsLogan@TotalEnergies.org,1
GomezDiego@Costco.org,1
MartinAaliyah@McKesson.org,1
MurphyKennedy@Baowu.org,1
EvansAiden@Costco.org,1
ThompsonAbraham@ChinaRailwayEngineeringCorporation.org,1
BakerAddison@Costco.org,1
WatsonDerek@ChinaRailwayConstructionCorporation.org,1
RichardsonGenesis@PingAnInsurance.org,1
JonesElla@SamsungElectronics.org,1
RamirezVictor@ChinaNationalPetroleumCorporation.org,1
RogersGrace@ValeroEnergy.org,1
PatelSeth@Phillips66.org,1
JacksonAngela@FordMotorCompany.org,1
HillNicolas@BerkshireHathaway.org,1
RiveraGrant@ChinaPetrochemicalCorporation.org,1
GutierrezEllie@StateGridCorporationofChina.org,1
FloresKatelyn@VolkswagenGroup.org,1
BaileyLily@PingAnInsurance.org,1
ClarkJalen@Alphabet.org,1
ReyesAbigail@SaudiAramco.org,1
GrayLayla@Toyota.org,1
KellyThomas@Costco.org,1
ThomasEthan@MitsubishiGroup.org,1
HernandezReagan@Shell.org,1
CarterOlivia@Glencore.org,1
BrownMadison@Trafigura.org,1
WoodAlexandria@ChinaStateConstructionEngineering.org,1
PerezMakenzie@Vitol.org,1
PhillipsTrenton@Amazon.org,1
MurphyMichelle@Phillips66.org,1
NguyenJack@Gazprom.org,1
PetersonDaniel@SaudiAramco.org,1
DavisJesus@BerkshireHathaway.org,0
YoungJohn@CVSHealth.org,0
HughesMichelle@ChinaNationalPetroleumCorporation.org,1
HarrisMartin@AmerisourceBergen.org,1
HillLuis@Stellantis.org,1
MartinezJennifer@Mercedes-BenzGroup.org,1
ScottDylan@Foxconn.org,1
CooperAubrey@AmerisourceBergen.org,1
NelsonGabriella@Microsoft.org,1
CarterCooper@ChinaConstructionBank.org,1
ParkerAlexis@Baowu.org,1
MooreJennifer@StateGridCorporationofChina.org,1
EvansKathryn@UnitedHealthGroup.org,1
BrooksCatherine@Mercedes-BenzGroup.org,0
DavisAlicia@Chevron.org,1
GrayAngelina@Amazon.org,1
BakerMadison@Walmart.org,1
PriceEva@Baowu.org,1
RodriguezVincent@ChinaNationalPetroleumCorporation.org,1
ChavezRiley@MarathonPetroleum.org,1
RossRobert@Sinochem.org,1
WilsonHaley@ChinaRailwayEngineeringCorporation.org,0
NguyenHayden@MarathonPetroleum.org,1
AllenMadelyn@IndustrialandCommercialBankofChina.org,1
FosterIsabelle@BerkshireHathaway.org,1
AndersonIvan@Costco.org,1
WatsonGabriel@ChinaNationalOffshoreOilCorporation.org,1
ReyesEric@Baowu.org,1
TaylorAutumn@IndustrialandCommercialBankofChina.org,0
RobinsonColby@UnitedHealthGroup.org,0
WatsonSadie@Alphabet.org,1
BaileyLiliana@Microsoft.org,1
ThomasDestiny@SamsungElectronics.org,1
GarciaColton@ChinaStateConstructionEngineering.org,1
TorresEric@Phillips66.org,1
GreenSamantha@Microsoft.org,1
StewartJoshua@ChinaRailwayConstructionCorporation.org,1
RossAlejandro@ChinaNationalOffshoreOilCorporation.org,1
MendozaMaya@Cargill.org,1
BrooksIsaac@TotalEnergies.org,1
PriceKenneth@SchwarzGruppe.org,1
MartinezLiam@Trafigura.org,1
AndersonKylee@Cargill.org,1
CampbellAlexandria@ChinaRailwayEngineeringCorporation.org,1
HughesKendall@Microsoft.org,1
GrayJazmin@Cargill.org,1
MurphyAngelina@Chevron.org,1
TaylorMartin@BP.org,1
PriceDevon@Costco.org,1
MartinezMadeline@Apple.org,1
JimenezStephen@SamsungElectronics.org,1
AllenAngel@ChinaNationalOffshoreOilCorporation.org,0
CarterJada@Alphabet.org,1
WatsonAlexander@Mercedes-BenzGroup.org,1
WhiteFaith@SchwarzGruppe.org,1
GonzalesJonah@AgriculturalBankofChina.org,1
HernandezLucy@ChinaPetrochemicalCorporation.org,1
WrightMelanie@Stellantis.org,1
RuizMackenzie@TotalEnergies.org,1
PriceMicah@Toyota.org,0
JonesEvelyn@Glencore.org,1
AndersonGiovanni@SaudiAramco.org,1
LopezDaisy@SamsungElectronics.org,1
PatelAbby@ChinaNationalPetroleumCorporation.org,1
GreenVanessa@ChinaStateConstructionEngineering.org,1
PetersonTyler@BerkshireHathaway.org,1
HowardMichael@SamsungElectronics.org,1
HarrisDevin@ChinaRailwayConstructionCorporation.org,1
HughesEdward@MarathonPetroleum.org,1
RobinsonMario@Trafigura.org,1
DiazJalen@BP.org,1
GonzalesRiley@Baowu.org,1
ChavezKevin@ExxonMobil.org,1
ReedJenna@FordMotorCompany.org,1
WrightEmily@Glencore.org,1
JonesMarissa@CVSHealth.org,1
CooperJohnathan@Foxconn.org,1
LopezCarson@CardinalHealth.org,1
RamosAnthony@Alphabet.org,1
SanchezPeyton@SchwarzGruppe.org,1
AllenErica@BerkshireHathaway.org,1
KellySabrina@Cigna.org,1
WrightSydney@ChinaStateConstructionEngineering.org,0
EdwardsJack@FordMotorCompany.org,0
RogersMartin@Mercedes-BenzGroup.org,1
ClarkEmily@IndustrialandCommercialBankofChina.org,1
EdwardsCaleb@Foxconn.org,1
SandersBryson@FordMotorCompany.org,1
ScottIsaac@ExxonMobil.org,1
CastilloMiguel@ExxonMobil.org,1
MitchellMary@Stellantis.org,1
EdwardsTanner@ChinaNationalOffshoreOilCorporation.org,1
HallCaleb@Shell.org,1
TurnerSamantha@Toyota.org,1
ReyesSebastian@MitsubishiGroup.org,1
FloresCaleb@MarathonPetroleum.org,1
KingAdriana@Cargill.org,1
ChavezAdam@AmerisourceBergen.org,1
StewartHope@SamsungElectronics.org,1
PatelMason@Microsoft.org,1
ClarkJordyn@ChinaRailwayConstructionCorporation.org,1
MorrisBrittany@TotalEnergies.org,1
MooreGregory@ChinaRailwayConstructionCorporation.org,1
BaileyBrooke@Trafigura.org,0
JohnsonMarco@AmerisourceBergen.org,1
GreenPreston@Toyota.org,1
RobertsJake@Phillips66.org,1
LeeSpencer@ChinaRailwayConstructionCorporation.org,1
WalkerGenesis@ChinaPetrochemicalCorporation.org,1
WilsonJonah@Uniper.org,1
PhillipsKaitlyn@Apple.org,1
RodriguezJalen@Alphabet.org,1
YoungAngel@MitsubishiGroup.org,1
MooreClaire@ChinaRailwayConstructionCorporation.org,1
ChavezBianca@AmerisourceBergen.org,1
AndersonKayla@Baowu.org,1
PriceJeremy@Sinochem.org,1
LewisJason@ChinaRailwayEngineeringCorporation.org,1
GreenJohn@Vitol.org,1
GonzalesNolan@Apple.org,1
JamesJessica@ChinaStateConstructionEngineering.org,1
GonzalesCourtney@ChinaStateConstructionEngineering.org,1
TorresJohn@StateGridCorporationofChina.org,1
GomezCheyenne@Apple.org,1
GomezNicholas@MitsubishiGroup.org,1
MooreWilliam@ChinaRailwayEngineeringCorporation.org,1
JamesJillian@FordMotorCompany.org,1
JacksonAdriana@Microsoft.org,1
RobertsJoel@Cigna.org,1
HernandezBrendan@AmerisourceBergen.org,0
WhiteSophia@ChinaNationalPetroleumCorporation.org,1
ReyesSavannah@Stellantis.org,1
StewartSabrina@ChinaStateConstructionEngineering.org,1
BennetJosiah@IndustrialandCommercialBankofChina.org,1
JamesJasmin@Sinochem.org,1
MitchellLucy@Apple.org,1
RodriguezPaul@MitsubishiGroup.org,1
GrayMaxwell@AmerisourceBergen.org,1
HallCarlos@PingAnInsurance.org,1
GrayLeonardo@PingAnInsurance.org,1
PerezGabrielle@IndustrialandCommercialBankofChina.org,1
StewartKevin@Microsoft.org,1
KingChase@UnitedHealthGroup.org,1
BrooksGiselle@Chevron.org,1
PerezAustin@IndustrialandCommercialBankofChina.org,1
PriceClaire@ExxonMobil.org,1
LewisNaomi@Sinochem.org,0
ParkerNoah@Amazon.org,1
DiazChristopher@BerkshireHathaway.org,1
FloresHunter@Sinochem.org,1
RamosJuliana@Walmart.org,1
MillerMichelle@Toyota.org,1
CoxJayla@StateGridCorporationofChina.org,1
MorrisCole@AgriculturalBankofChina.org,1
HernandezIsabella@Mercedes-BenzGroup.org,1
LewisNicolas@Shell.org,1
WoodMiguel@Cargill.org,1
RuizAdriana@ChinaPetrochemicalCorporation.org,1
WatsonKathryn@Amazon.org,1
KellyGracie@ChinaNationalPetroleumCorporation.org,1
ThompsonCollin@Baowu.org,1
JonesGabriela@Vitol.org,1
RobinsonIsabel@ChinaRailwayEngineeringCorporation.org,1
WilliamsAlexandria@Alphabet.org,1
MillerMackenzie@AgriculturalBankofChina.org,1
ScottAngelina@Foxconn.org,0
CruzColin@ChinaRailwayConstructionCorporation.org,1
JacksonGabrielle@ChinaNationalOffshoreOilCorporation.org,1
WilliamsRichard@Baowu.org,1
TurnerSophia@Gazprom.org,1
BrooksBreanna@Amazon.org,1
PriceIvan@BerkshireHathaway.org,1
YoungNathan@ChinaPetrochemicalCorporation.org,1
MartinAddison@Gazprom.org,1
KingSebastian@SamsungElectronics.org,1
WilliamsOliver@PingAnInsurance.org,1
RobinsonPeyton@CardinalHealth.org,1
CollinsVincent@Vitol.org,1
CollinsGregory@Stellantis.org,1
CookFernando@ChinaRailwayEngineeringCorporation.org,0
RuizKaleb@TotalEnergies.org,0
TorresKylee@MarathonPetroleum.org,1
MendozaAyden@BerkshireHathaway.org,1
ScottDakota@Microsoft.org,1
JimenezSabrina@SamsungElectronics.org,1
GraySabrina@SchwarzGruppe.org,1
LewisGeorge@ChinaConstructionBank.org,1
AndersonCassidy@StateGridCorporationofChina.org,1
FloresJordan@Sinochem.org,1
YoungKylie@Vitol.org,1
SanchezAlondra@ValeroEnergy.org,1
RamosKaitlyn@VolkswagenGroup.org,1
RodriguezJasmin@BP.org,1
StewartJames@Costco.org,1
GomezKate@ChinaRailwayEngineeringCorporation.org,1
RobertsNatalie@Chevron.org,1
PatelCameron@ExxonMobil.org,1
YoungAmber@StateGridCorporationofChina.org,1
CampbellAnna@Apple.org,1
AlvarezAmy@VolkswagenGroup.org,1
ThompsonGianna@Alphabet.org,1
KellyAlana@Vitol.org,1
ReyesMakenzie@MitsubishiGroup.org,1
DavisAmelia@Alphabet.org,1
HernandezCaitlyn@ChinaNationalPetroleumCorporation.org,1
TaylorChase@SamsungElectronics.org,0
StewartRobert@Glencore.org,1
BakerZachary@PingAnInsurance.org,1
GutierrezLucas@MitsubishiGroup.org,1
RiveraJuliana@MarathonPetroleum.org,1
JimenezAubrey@Cigna.org,1
RogersElijah@AmerisourceBergen.org,1
NelsonAriana@Cargill.org,1
PerezChristina@Sinochem.org,1
ThomasMolly@Apple.org,1
CarterDakota@Shell.org,1
JonesRylee@TotalEnergies.org,1
WhiteShane@Stellantis.org,1
RodriguezAlexander@CardinalHealth.org,0
BennetAlyssa@Foxconn.org,1
WatsonDamian@Cargill.org,1
AndersonAudrey@IndustrialandCommercialBankofChina.org,1
WrightReagan@VolkswagenGroup.org,1
JonesClaire@Microsoft.org,1
SanchezCrystal@McKesson.org,1
AlvarezMalachi@ExxonMobil.org,1
JamesLindsey@CVSHealth.org,1
GrayHayden@UnitedHealthGroup.org,0
MillerLiam@MitsubishiGroup.org,1
RodriguezPayton@Gazprom.org,1
DiazRuby@ChinaConstructionBank.org,0
WardRylee@IndustrialandCommercialBankofChina.org,1
RobinsonMadison@Toyota.org,1
MartinZoey@Costco.org,1
CarterCody@Vitol.org,1
PerezJasmine@Foxconn.org,1
JacksonAbraham@Phillips66.org,1
BennetKaleb@SaudiAramco.org,1
KingStephen@McKesson.org,1
JimenezStephen@Vitol.org,1
AllenKaylee@AgriculturalBankofChina.org,0
RamosAndres@Cigna.org,1
FloresMichelle@Baowu.org,1
YoungAngel@Baowu.org,1
CampbellVictoria@Shell.org,1
ReedBrian@IndustrialandCommercialBankofChina.org,1
GutierrezMaya@Cigna.org,1
LopezKylie@Vitol.org,0
CastilloSkylar@SchwarzGruppe.org,1
CollinsBrayden@ChinaRailwayEngineeringCorporation.org,1
JohnsonLuke@ValeroEnergy.org,1
PriceJordyn@Cargill.org,0
JimenezKevin@ChinaStateConstructionEngineering.org,1
GrayCheyenne@UnitedHealthGroup.org,1
TurnerGregory@Cigna.org,1
PerezLuis@AmerisourceBergen.org,1
ThomasJoel@StateGridCorporationofChina.org,1
GomezNicole@StateGridCorporationofChina.org,1
JimenezBryan@ExxonMobil.org,1
RodriguezAnthony@SamsungElectronics.org,1
NelsonManuel@McKesson.org,1
LeeJoshua@ChinaNationalPetroleumCorporation.org,1
WoodMadison@Gazprom.org,1
BakerStephanie@Toyota.org,1
GrayHector@Sinochem.org,0
TaylorMason@CardinalHealth.org,1
PatelJuan@Amazon.org,1
SanchezCole@Walmart.org,1
MitchellWesley@MarathonPetroleum.org,1
PriceFaith@TotalEnergies.org,1
CarterLevi@ChinaNationalPetroleumCorporation.org,0
RodriguezTrevor@MitsubishiGroup.org,1
RobertsAidan@BerkshireHathaway.org,1
GonzalesGabrielle@FordMotorCompany.org,1
JonesHunter@ExxonMobil.org,1
ReedEthan@Cargill.org,0
WilsonJordyn@Trafigura.org,1
CookAshlyn@TotalEnergies.org,1
EvansJesse@SchwarzGruppe.org,1
AdamsAdrianna@AmerisourceBergen.org,1
MorganAddison@SaudiAramco.org,1
DavisAngelica@PingAnInsurance.org,1
WhiteValeria@UnitedHealthGroup.org,1
MartinAmy@Apple.org,1
WilsonOmar@Cigna.org,1
ChavezAlexia@AgriculturalBankofChina.org,1
WoodGabriella@ChinaRailwayEngineeringCorporation.org,1
MendozaJade@AmerisourceBergen.org,1
SmithNatalie@SamsungElectronics.org,1
WrightDiana@Sinochem.org,1
RogersShane@Trafigura.org,1
DiazCarter@BP.org,1
GonzalesKyle@Foxconn.org,1
SanchezLandon@PingAnInsurance.org,0
TorresBreanna@ValeroEnergy.org,1
KimEdwin@Cigna.org,1
MoralesIsabel@Walmart.org,1
ReyesJasmin@MitsubishiGroup.org,1
NelsonSabrina@Alphabet.org,1
AllenRichard@ChinaNationalPetroleumCorporation.org,1
GreenDanielle@AmerisourceBergen.org,1
MartinVincent@IndustrialandCommercialBankofChina.org,1
BennetJohn@SaudiAramco.org,1
LongSerenity@BerkshireHathaway.org,1
ThomasDestiny@Gazprom.org,1
HallDylan@AmerisourceBergen.org,1
EvansRuby@Baowu.org,1
ClarkRebecca@ChinaStateConstructionEngineering.org,1
WilsonCarter@Gazprom.org,1
WilliamsTristan@SamsungElectronics.org,1
FloresJordyn@ChinaRailwayConstructionCorporation.org,1
CookMolly@PingAnInsurance.org,1
ChavezKathryn@Microsoft.org,1
GonzalesHunter@Apple.org,1
JacksonKatherine@ChinaStateConstructionEngineering.org,1
ThomasKaden@StateGridCorporationofChina.org,1
PerezIsabelle@Chevron.org,1
EvansBrody@ChinaStateConstructionEngineering.org,1
SanchezNathaniel@AmerisourceBergen.org,1
CookStephen@McKesson.org,1
CoxJazmin@StateGridCorporationofChina.org,1
PriceMadelyn@SaudiAramco.org,1
MyersMadeline@ChinaPetrochemicalCorporation.org,1
YoungFrancisco@SchwarzGruppe.org,1
WardRobert@PingAnInsurance.org,1
WalkerLillian@ChinaNationalOffshoreOilCorporation.org,1
JohnsonCaroline@Amazon.org,1
PriceMason@UnitedHealthGroup.org,1
AlvarezDiana@Foxconn.org,1
TurnerJaden@AmerisourceBergen.org,1
GrayIsabel@Phillips66.org,1
NguyenElias@SaudiAramco.org,1
FloresEmma@Costco.org,1
CruzNaomi@Shell.org,1
RamosJenna@ChinaNationalPetroleumCorporation.org,1
MartinAngelica@MarathonPetroleum.org,1
CarterPayton@Chevron.org,1
HallJavier@ValeroEnergy.org,0
AndersonDalton@AmerisourceBergen.org,0
TaylorGavin@FordMotorCompany.org,1
WilsonSarah@MarathonPetroleum.org,1
WilliamsAllison@SaudiAramco.org,1
MoralesRachel@McKesson.org,1
ClarkLayla@SamsungElectronics.org,1
ThomasKiara@Foxconn.org,1
WrightCody@Vitol.org,1
RichardsonDevin@UnitedHealthGroup.org,1
KimCaden@ChinaRailwayConstructionCorporation.org,1
EdwardsJayla@StateGridCorporationofChina.org,1
RossTaylor@ChinaNationalPetroleumCorporation.org,1
CruzChristopher@FordMotorCompany.org,1
MurphyJade@BP.org,0
HowardChristopher@Microsoft.org,1
MillerPaul@Apple.org,0
CampbellAmanda@Gazprom.org,1
MorganGeorge@Walmart.org,1
HarrisFaith@MitsubishiGroup.org,1
BakerMicah@Walmart.org,1
CarterAllison@Phillips66.org,1
CooperKatherine@BP.org,1
PhillipsMatthew@Amazon.org,1
HowardIsaac@ChinaNationalPetroleumCorporation.org,1
BaileyNevaeh@TotalEnergies.org,1
ParkerIsabel@ChinaStateConstructionEngineering.org,1
AlvarezSara@ChinaStateConstructionEngineering.org,1
RiveraTiffany@Cargill.org,1
MyersJalen@StateGridCorporationofChina.org,0
RobinsonAlex@Alphabet.org,1
HillJayla@ValeroEnergy.org,1
CastilloGarrett@TotalEnergies.org,1
